,genre,tempo,time sig,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence
2576,electronic,170.0,4,1,0.000483,0.285,0.694,0.00251,0.0773,-7.481,0.0335,0.418
2577,electronic,128.0,4,1,0.125,0.734,0.658,0.495,0.0713,-8.28,0.0314,0.348
2578,electronic,131.0,4,1,0.00784,0.694,0.853,0.84,0.044,-7.4,0.0772,0.545
2579,electronic,115.0,4,0,0.000113,0.638,0.74,0.431,0.296,-5.605,0.073,0.752
2580,electronic,127.0,4,1,0.000369,0.812,0.516,1.09e-05,0.0991,-6.963,0.224,0.633
2581,electronic,128.0,4,0,0.0338,0.76,0.91,0.69,0.218,-3.842,0.101,0.266
2582,electronic,140.0,4,0,0.00761,0.615,0.91,0.0067,0.16,-2.825,0.0762,0.346
2583,electronic,140.0,4,1,0.000514,0.6,0.9,0.902,0.111,-5.171,0.0541,0.0993
2584,electronic,171.0,4,1,0.608,0.563,0.643,0.00592,0.096,-9.452,0.0368,0.609
2585,electronic,139.0,4,1,0.0119,0.473,0.794,0.00218,0.418,-5.151,0.0462,0.292
2586,electronic,128.0,4,1,0.00136,0.551,0.862,0.000135,0.153,-5.815,0.0574,0.214
2587,electronic,112.0,4,1,0.834,0.719,0.431,0.739,0.145,-9.226,0.0357,0.378
2588,electronic,121.0,4,1,0.043,0.873,0.742,0.00349,0.0891,-5.051,0.213,0.699
2589,electronic,111.0,4,0,0.00196,0.806,0.7,0.891,0.267,-5.269,0.0752,0.892
2590,electronic,98.0,4,1,0.00107,0.598,0.624,0.0795,0.0826,-6.923,0.0332,0.0451
2591,electronic,94.0,4,0,0.173,0.542,0.749,0.942,0.315,-8.333,0.0277,0.674
2592,electronic,115.0,4,1,0.00584,0.667,0.783,0.789,0.345,-8.046,0.0551,0.395
2593,electronic,149.0,4,0,0.00134,0.665,0.996,0.423,0.25,-8.143,0.0563,0.348
2594,electronic,128.0,4,1,1.85e-05,0.605,0.965,0.87,0.0669,-3.882,0.0473,0.182
2595,electronic,105.0,4,1,0.342,0.652,0.621,0.651,0.177,-12.733,0.038,0.75
2596,electronic,124.0,4,0,0.000524,0.562,0.813,0.299,0.255,-9.657,0.0354,0.79
2597,electronic,128.0,4,1,0.00543,0.715,0.902,0.0,0.0972,-3.664,0.185,0.441
2598,electronic,129.0,4,1,4.51e-05,0.503,0.507,0.514,0.288,-7.243,0.181,0.0987
2599,emo,164.0,3,1,0.000516,0.356,0.88,0.0,0.111,-4.661,0.0406,0.281
2600,emo,163.0,1,1,0.00184,0.123,0.962,3.11e-06,0.325,-8.12,0.103,0.326
2601,emo,159.0,4,1,0.000361,0.216,0.843,4.36e-05,0.0982,-5.768,0.0767,0.319
2602,emo,184.0,4,1,8.94e-05,0.376,0.981,1.12e-05,0.142,-4.587,0.101,0.436
2603,emo,169.0,4,0,0.0144,0.431,0.908,7.87e-05,0.201,-5.272,0.0995,0.454
2604,emo,173.0,4,0,0.000143,0.359,0.935,0.0141,0.351,-5.529,0.0817,0.658
2605,emo,91.0,5,1,0.746,0.22,0.094,0.784,0.116,-17.286,0.0399,0.0353
2606,emo,141.0,3,1,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,0.0765
2607,emo,155.0,4,0,0.00137,0.509,0.93,0.0,0.152,-2.689,0.0474,0.783
2608,emo,155.0,3,1,0.698,0.285,0.371,0.00392,0.104,-6.833,0.0295,0.372
2609,emo,142.0,4,0,0.00112,0.452,0.773,0.00182,0.409,-4.629,0.056,0.327
2610,emo,130.0,4,0,0.0285,0.487,0.745,0.508,0.15,-7.969,0.0919,0.187
2611,emo,158.0,4,0,2.1e-05,0.425,0.936,0.0,0.926,-5.52,0.0829,0.417
2612,emo,98.0,4,1,0.117,0.52,0.644,0.0,0.223,-6.63,0.0379,0.421
2613,emo,109.0,4,1,0.00627,0.487,0.397,0.00329,0.0897,-11.582,0.0338,0.335
2614,emo,105.0,4,1,0.000128,0.468,0.949,0.109,0.24,-4.53,0.0706,0.517
2615,emo,123.0,4,0,0.0142,0.316,0.769,0.0,0.0928,-5.283,0.0422,0.127
2616,emo,106.0,4,0,0.000152,0.604,0.966,4.95e-05,0.285,-3.958,0.0625,0.597
2617,emo,161.0,4,0,0.000202,0.514,0.92,0.0185,0.25,-3.541,0.0385,0.334
2618,emo,160.0,4,1,0.0481,0.458,0.937,2.28e-05,0.157,-6.143,0.0726,0.276
2619,emo,128.0,4,1,0.189,0.521,0.702,0.0,0.0962,-5.189,0.0331,0.25
2620,emo,85.0,4,1,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,0.407
2621,emo,146.0,4,0,2.14e-05,0.447,0.794,0.0,0.242,-3.604,0.0469,0.673
2622,emo,163.0,4,1,0.00136,0.448,0.949,5.59e-06,0.017,-2.57,0.0854,0.863
2623,emo,101.0,4,1,6.11e-05,0.356,0.971,0.0794,0.164,-3.872,0.154,0.117
2624,emo,142.0,4,0,0.00142,0.536,0.925,1.52e-06,0.303,-3.058,0.0561,0.565
2625,emo,128.0,3,0,0.807,0.54,0.12,0.804,0.1,-20.905,0.0344,0.344
2626,emo,196.0,3,1,0.00156,0.213,0.957,0.0,0.394,-2.967,0.235,0.157
2627,emo,90.0,4,1,0.953,0.432,0.261,0.00342,0.0903,-12.591,0.0512,0.273
2628,emo,125.0,4,1,0.00134,0.528,0.897,0.0,0.19,-5.943,0.0589,0.29
2629,emo,170.0,4,0,0.0411,0.568,0.835,0.0,0.357,-6.896,0.0687,0.625
2630,emo,125.0,4,0,0.136,0.418,0.828,0.0,0.336,-4.132,0.0475,0.448
2631,emo,147.0,4,1,0.014,0.435,0.774,0.0,0.127,-5.052,0.0631,0.448
2632,emo,160.0,4,0,2.53e-05,0.342,0.981,0.0,0.343,-3.228,0.14,0.207
2633,emo,99.0,4,1,0.0381,0.667,0.871,0.0,0.327,-4.986,0.0487,0.867
2634,emo,120.0,4,1,0.00262,0.47,0.634,0.0,0.114,-7.817,0.0369,0.0687
2635,emo,135.0,3,1,0.00125,0.438,0.798,0.0,0.0543,-4.631,0.0474,0.357
2636,emo,87.0,4,1,0.974,0.552,0.15,0.731,0.0698,-16.746,0.0347,0.316
2637,emo,144.0,4,1,0.794,0.585,0.269,0.0,0.199,-9.031,0.029,0.0991
2638,emo,182.0,4,1,0.000194,0.275,0.996,0.153,0.164,-4.289,0.256,0.306
2639,emo,77.0,4,0,0.182,0.58,0.579,0.0,0.25,-6.219,0.0346,0.569
2640,emo,91.0,4,1,0.00185,0.541,0.637,0.0147,0.199,-5.152,0.0259,0.324
2641,emo,135.0,4,1,0.00578,0.468,0.876,0.00625,0.035,-4.841,0.0692,0.13
2642,emo,123.0,4,0,0.00393,0.515,0.869,0.0,0.434,-4.381,0.109,0.336
2643,emo,158.0,4,1,0.0103,0.477,0.951,0.0248,0.143,-3.859,0.0934,0.555
2644,emo,178.0,4,0,6.21e-05,0.318,0.82,1.28e-06,0.176,-4.721,0.0421,0.275
2645,emo,151.0,3,1,0.00179,0.38,0.952,0.0,0.218,-4.49,0.21,0.465
2646,emo,166.0,3,1,0.00646,0.417,0.702,2.75e-05,0.123,-7.19,0.0439,0.437
2647,emo,123.0,4,0,0.00529,0.206,0.905,0.00142,0.432,-6.282,0.184,0.0517
2648,emo,100.0,3,1,0.01,0.316,0.000182,0.0,0.344,-5.344,0.22,0.114
2649,emo,175.0,3,1,0.0128,0.168,0.852,0.0,0.172,-4.039,0.0421,0.109
2650,emo,93.0,4,1,0.00106,0.544,0.95,0.0,0.0845,-2.25,0.0613,0.64
2651,emo,101.0,4,0,0.979,0.384,0.651,0.907,0.0929,-7.916,0.0387,0.0347
2652,emo,155.0,4,1,0.00765,0.302,0.927,0.0,0.374,-3.318,0.0926,0.464
2653,emo,174.0,4,1,0.00218,0.343,0.692,0.0,0.112,-3.926,0.0355,0.153
2654,emo,111.0,3,0,0.00124,0.523,0.754,0.000699,0.119,-7.555,0.0366,0.223
2655,emo,125.0,4,0,0.000393,0.568,0.799,1.9e-05,0.129,-4.57,0.0492,0.604
2656,emo,110.0,3,1,0.000628,0.551,0.775,0.868,0.184,-10.254,0.032,0.331
2657,emo,75.0,4,1,0.726,0.349,0.348,0.0,0.12,-6.142,0.0316,0.0886
2658,emo,165.0,4,1,0.197,0.545,0.67,0.0,0.2,-4.858,0.0884,0.482
2659,emo,150.0,4,1,0.102,0.557,0.614,0.0,0.109,-6.545,0.0488,0.765
2660,emo,102.0,4,1,0.0192,0.583,0.922,3.19e-05,0.614,-3.843,0.0387,0.4
2661,emo,144.0,3,1,0.000199,0.339,0.947,0.00313,0.423,-3.812,0.0691,0.265
2662,emo,173.0,4,1,0.00272,0.517,0.906,9.26e-06,0.113,-3.677,0.0735,0.731
2663,emo,94.0,4,1,0.173,0.63,0.698,0.0,0.0789,-4.51,0.0244,0.529
2664,emo,106.0,4,0,0.0417,0.545,0.753,0.0,0.389,-4.618,0.036,0.434
2665,emo,85.0,4,0,0.000282,0.429,0.826,0.0,0.115,-3.793,0.0385,0.47
2666,emo,150.0,4,1,0.359,0.574,0.824,0.0,0.0816,-6.885,0.0463,0.434
2667,emo,135.0,4,1,0.00252,0.576,0.989,0.0032,0.0243,-1.909,0.112,0.352
2668,emo,145.0,4,1,0.0131,0.6,0.946,0.0,0.296,-4.134,0.114,0.621
2669,emo,92.0,4,0,0.00118,0.212,0.969,0.000162,0.114,-3.664,0.123,0.0889
2670,emo,95.0,4,1,4.49e-05,0.438,0.978,2.49e-05,0.33,-2.892,0.108,0.17
2671,emo,101.0,4,0,0.000254,0.513,0.958,0.0,0.653,-4.56,0.161,0.379
2672,emo,152.0,4,1,0.709,0.642,0.359,0.0,0.104,-4.959,0.032,0.289
2673,emo,125.0,4,1,0.0226,0.64,0.884,0.0,0.187,-2.609,0.0428,0.573
2674,emo,75.0,4,1,0.223,0.508,0.821,0.0,0.316,-5.279,0.0395,0.463
2675,emo,180.0,4,0,0.000216,0.261,0.992,1.5e-06,0.77,-3.286,0.432,0.156
2676,emo,80.0,4,0,0.000162,0.448,0.909,0.0,0.568,-3.877,0.0621,0.701
2677,emo,134.0,4,0,0.0018,0.532,0.923,1.29e-05,0.339,-3.837,0.058,0.516
2678,emo,156.0,3,0,0.00133,0.291,0.79,5.61e-06,0.0811,-5.683,0.0363,0.513
2679,emo,126.0,4,1,0.000271,0.479,0.854,4.89e-06,0.117,-4.129,0.0548,0.129
2680,emo,163.0,4,0,0.000285,0.467,0.888,1.65e-06,0.146,-3.215,0.0681,0.561
2681,emo,135.0,4,0,0.0177,0.291,0.974,5.44e-06,0.886,-2.997,0.171,0.348
2682,emo,135.0,4,0,0.00848,0.554,0.941,0.0,0.102,-3.159,0.0347,0.524
2683,emo,97.0,4,1,0.802,0.664,0.263,8.46e-05,0.104,-10.107,0.0303,0.323
2684,emo,98.0,4,1,0.00163,0.48,0.929,0.0,0.341,-3.931,0.0826,0.624
2685,emo,100.0,4,1,0.000116,0.359,0.994,5.89e-06,0.0816,-4.232,0.084,0.16
2686,emo,150.0,4,1,0.00315,0.471,0.963,0.0,0.244,-3.795,0.0572,0.581
2687,emo,111.0,4,0,0.0148,0.804,0.832,0.0,0.107,-4.723,0.0347,0.9
2688,emo,175.0,4,0,7.7e-05,0.231,0.96,0.0164,0.366,-4.632,0.19,0.359
2689,emo,144.0,4,1,0.00119,0.418,0.824,6.48e-05,0.2,-4.089,0.0469,0.382
2690,emo,150.0,4,1,0.0195,0.557,0.936,1.5e-06,0.305,-3.694,0.0681,0.841
2691,emo,195.0,4,1,3.44e-05,0.368,0.967,3.44e-05,0.317,-3.464,0.0566,0.537
2692,emo,133.0,4,0,0.019,0.603,0.798,0.0,0.11,-6.595,0.05,0.75
2693,emo,150.0,4,1,0.00177,0.44,0.976,3.39e-06,0.16,-3.17,0.141,0.412
2694,emo,145.0,4,1,2.48e-05,0.449,0.903,0.0,0.133,-4.949,0.0388,0.583
2695,emo,129.0,3,0,0.136,0.381,0.95,0.000414,0.0564,-6.021,0.36,0.336
2696,emo,124.0,4,1,0.0398,0.303,0.635,0.767,0.11,-8.143,0.0419,0.239
2697,emo,166.0,4,1,0.952,0.379,0.29,0.00106,0.118,-8.485,0.051,0.169
2698,emo,164.0,4,1,0.00779,0.463,0.901,0.0,0.32,-4.073,0.087,0.621
2699,folk,140.0,4,1,0.815,0.656,0.609,4.79e-05,0.122,-5.088,0.0275,0.594
2700,folk,98.0,4,0,0.796,0.618,0.241,0.000153,0.111,-17.158,0.0381,0.379
2701,folk,118.0,4,1,0.938,0.353,0.19,0.33,0.0972,-13.735,0.0499,0.0749
2702,folk,93.0,4,1,0.791,0.333,0.506,0.0225,0.159,-9.167,0.0322,0.374
2703,folk,114.0,4,1,0.433,0.661,0.614,8.71e-06,0.105,-10.305,0.0386,0.762
2704,folk,175.0,3,1,0.608,0.368,0.473,0.077,0.112,-14.191,0.0358,0.73
2705,folk,142.0,4,1,0.351,0.525,0.829,0.00152,0.122,-7.191,0.0559,0.571
2706,folk,86.0,4,1,0.69,0.568,0.308,0.0,0.104,-13.063,0.0274,0.721
2707,folk,117.0,4,0,0.849,0.681,0.545,0.0,0.0974,-4.518,0.0295,0.321
2708,folk,166.0,4,0,0.719,0.589,0.518,0.0,0.326,-8.669,0.152,0.788
2709,folk,110.0,4,1,0.212,0.522,0.358,0.0218,0.123,-9.731,0.0311,0.134
2710,folk,138.0,4,1,0.888,0.701,0.358,4.3e-05,0.1,-9.701,0.0356,0.719
2711,folk,78.0,4,0,0.377,0.568,0.284,0.00208,0.0862,-10.565,0.0356,0.119
2712,folk,134.0,4,1,0.00412,0.284,0.748,0.000572,0.971,-5.487,0.038,0.236
2713,folk,124.0,4,1,0.61,0.605,0.712,0.766,0.19,-10.787,0.0275,0.711
2714,folk,110.0,4,1,0.708,0.61,0.401,0.0057,0.11,-9.844,0.0345,0.149
2715,folk,155.0,4,1,0.293,0.495,0.847,0.0313,0.119,-5.696,0.0383,0.599
2716,folk,102.0,4,0,0.0421,0.379,0.879,0.00449,0.146,-4.336,0.0362,0.37
2717,folk,119.0,3,1,0.876,0.527,0.346,0.000233,0.0722,-8.247,0.0323,0.253
2718,folk,175.0,3,0,0.0545,0.563,0.843,0.877,0.171,-10.058,0.0425,0.954
2719,folk,135.0,4,1,0.0196,0.488,0.51,0.000305,0.0978,-6.289,0.0285,0.304
2720,folk,121.0,4,1,0.0215,0.592,0.792,0.0,0.159,-5.884,0.0335,0.293
2721,folk,114.0,4,0,0.26,0.637,0.668,0.0,0.0435,-5.268,0.0328,0.754
2722,folk,160.0,4,1,0.562,0.592,0.637,0.0,0.13,-8.48,0.0992,0.565
2723,folk,120.0,4,1,0.0845,0.623,0.675,0.0109,0.155,-10.132,0.0379,0.235
2724,folk,90.0,4,1,0.579,0.687,0.663,0.136,0.0287,-7.236,0.0603,0.925
2725,folk,118.0,4,1,0.186,0.602,0.746,0.0,0.122,-3.528,0.0365,0.617
2726,folk,81.0,4,1,0.684,0.34,0.144,0.00112,0.101,-14.502,0.0419,0.147
2727,folk,145.0,4,1,0.65,0.581,0.143,0.0,0.104,-16.273,0.0401,0.469
2728,folk,80.0,4,0,0.547,0.439,0.57,0.0362,0.516,-9.955,0.0348,0.333
2729,folk,138.0,4,1,0.148,0.606,0.758,0.0002,0.112,-6.401,0.0393,0.468
2730,folk,116.0,4,1,0.694,0.526,0.328,0.0,0.112,-9.864,0.0461,0.11
2731,folk,113.0,3,0,0.795,0.595,0.265,4.14e-06,0.0848,-9.03,0.0548,0.331
2732,folk,108.0,4,1,0.0178,0.672,0.738,6.75e-05,0.0927,-7.045,0.0506,0.392
2733,folk,77.0,4,0,0.481,0.371,0.484,0.229,0.111,-9.709,0.0374,0.394
2734,folk,122.0,4,0,0.62,0.557,0.704,1.22e-05,0.13,-8.304,0.0317,0.565
2735,folk,135.0,4,1,0.034,0.576,0.707,3.95e-06,0.103,-6.019,0.0281,0.13
2736,folk,156.0,4,1,0.0563,0.519,0.858,0.0,0.0729,-3.911,0.0519,0.843
2737,folk,118.0,4,1,0.473,0.447,0.568,0.00028,0.0824,-9.172,0.0423,0.309
2738,folk,108.0,4,1,0.716,0.573,0.799,1.11e-06,0.297,-7.769,0.0532,0.491
2739,folk,88.0,4,1,0.718,0.31,0.506,0.103,0.244,-11.982,0.0331,0.11
2740,folk,178.0,3,1,0.53,0.259,0.242,3.39e-06,0.0714,-15.79,0.0401,0.305
2741,folk,107.0,4,0,0.000374,0.431,0.992,0.00401,0.378,-2.82,0.0966,0.234
2742,folk,97.0,4,0,0.911,0.478,0.0455,0.0,0.104,-16.79,0.0393,0.411
2743,folk,99.0,4,0,0.155,0.564,0.335,0.894,0.114,-11.211,0.0307,0.193
2744,folk,143.0,4,1,0.0848,0.369,0.597,0.0,0.942,-10.942,0.0394,0.409
2745,folk,114.0,4,1,0.607,0.816,0.375,8.66e-06,0.0933,-8.053,0.0996,0.615
2746,folk,112.0,4,1,0.525,0.632,0.453,0.000448,0.143,-12.257,0.0301,0.461
2747,folk,128.0,4,1,0.453,0.507,0.493,0.0,0.241,-8.786,0.0327,0.467
2748,folk,173.0,3,1,0.906,0.403,0.582,0.216,0.132,-6.86,0.0542,0.554
2749,folk,134.0,4,1,0.909,0.686,0.172,0.00154,0.286,-14.979,0.0409,0.563
2750,folk,93.0,4,1,0.695,0.623,0.328,0.392,0.105,-11.686,0.0301,0.474
2751,folk,92.0,4,1,0.566,0.429,0.402,5.78e-06,0.0904,-10.892,0.0303,0.261
2752,folk,135.0,4,1,0.00546,0.403,0.766,0.00676,0.138,-6.791,0.0416,0.329
2753,folk,78.0,4,1,0.95,0.337,0.129,0.00596,0.126,-14.715,0.0377,0.102
2754,folk,88.0,4,0,0.815,0.297,0.499,0.19,0.115,-9.595,0.0515,0.394
2755,folk,134.0,4,1,0.92,0.697,0.298,0.0,0.0874,-7.635,0.0551,0.509
2756,folk,180.0,4,0,0.431,0.532,0.546,0.553,0.107,-10.014,0.0352,0.834
2757,folk,100.0,4,1,0.0442,0.599,0.888,6.8e-06,0.0883,-5.669,0.033,0.69
2758,folk,102.0,4,1,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,0.51
2759,folk,118.0,4,1,0.946,0.48,0.0631,0.0,0.0801,-11.913,0.0413,0.159
2760,folk,60.0,4,1,0.789,0.242,0.18,4.38e-06,0.0789,-8.52,0.0334,0.0641
2761,folk,119.0,4,1,0.885,0.607,0.323,0.000796,0.116,-11.384,0.0317,0.3
2762,folk,98.0,4,1,0.812,0.504,0.339,0.00075,0.083,-13.007,0.0325,0.288
2763,folk,116.0,4,1,0.00268,0.391,0.671,0.000111,0.139,-7.161,0.0318,0.112
2764,folk,108.0,4,1,0.795,0.551,0.834,0.148,0.309,-5.238,0.0467,0.661
2765,folk,137.0,3,1,0.381,0.633,0.267,0.0,0.1,-9.55,0.0324,0.142
2766,folk,95.0,4,0,0.557,0.546,0.201,0.0,0.102,-11.245,0.0408,0.066
2767,folk,142.0,4,1,0.101,0.481,0.655,7.45e-05,0.113,-5.722,0.0434,0.566
2768,folk,82.0,3,1,0.958,0.307,0.144,0.000535,0.107,-14.15,0.037,0.416
2769,folk,93.0,4,1,0.929,0.623,0.296,0.492,0.0992,-14.105,0.0404,0.633
2770,folk,76.0,4,0,0.319,0.607,0.505,0.0,0.113,-6.961,0.0481,0.391
2771,folk,154.0,4,1,0.578,0.514,0.289,1.84e-06,0.13,-12.928,0.0524,0.437
2772,folk,109.0,4,0,1.64e-05,0.45,0.994,0.0761,0.0843,-3.673,0.161,0.0717
2773,folk,150.0,4,1,0.096,0.616,0.656,0.000879,0.205,-7.298,0.0344,0.286
2774,folk,110.0,4,0,0.126,0.705,0.444,0.00441,0.0799,-7.338,0.0245,0.235
2775,folk,111.0,4,0,0.716,0.601,0.613,0.829,0.118,-8.484,0.0298,0.529
2776,folk,161.0,4,0,0.11,0.291,0.862,0.00389,0.076,-5.304,0.0491,0.813
2777,folk,116.0,4,1,0.48,0.628,0.634,0.00155,0.231,-8.21,0.031,0.488
2778,folk,123.0,4,1,0.745,0.612,0.24,7.86e-05,0.115,-12.821,0.033,0.223
2779,folk,148.0,4,1,0.886,0.466,0.242,0.00049,0.187,-14.053,0.0412,0.657
2780,folk,161.0,4,1,0.755,0.433,0.317,0.167,0.184,-11.785,0.0302,0.338
2781,folk,142.0,4,1,0.929,0.428,0.064,0.0,0.0859,-14.42,0.0374,0.108
2782,folk,106.0,4,1,0.0269,0.507,0.887,0.00309,0.0935,-5.958,0.0434,0.617
2783,folk,141.0,4,1,0.523,0.408,0.325,0.0418,0.0972,-9.955,0.0291,0.355
2784,folk,142.0,4,1,0.376,0.463,0.368,0.0,0.149,-11.546,0.048,0.75
2785,folk,83.0,4,1,0.886,0.643,0.159,0.0,0.12,-16.494,0.209,0.376
2786,folk,75.0,4,1,0.385,0.509,0.538,0.0,0.104,-7.335,0.0572,0.244
2787,folk,143.0,4,1,0.0249,0.494,0.836,0.0,0.457,-4.327,0.0531,0.627
2788,folk,110.0,4,0,0.000534,0.521,0.998,4.16e-05,0.376,-1.814,0.144,0.206
2789,folk,157.0,3,0,0.983,0.384,0.18,0.953,0.105,-20.218,0.044,0.166
2790,folk,81.0,4,0,0.917,0.463,0.179,1.73e-05,0.12,-14.852,0.0402,0.183
2791,folk,102.0,4,0,0.0498,0.833,0.325,0.0674,0.15,-10.093,0.0404,0.864
2792,folk,150.0,4,1,0.941,0.51,0.175,0.0315,0.106,-14.671,0.0385,0.117
2793,folk,175.0,4,1,0.914,0.38,0.0993,2.32e-05,0.0605,-20.567,0.0509,0.44
2794,folk,120.0,4,1,0.923,0.505,0.46,0.15,0.634,-11.549,0.0363,0.0768
2795,folk,128.0,3,1,0.893,0.546,0.496,0.422,0.0925,-10.764,0.0294,0.239
2796,folk,96.0,4,0,0.52,0.544,0.408,0.0,0.0968,-6.873,0.026,0.427
2797,folk,156.0,4,1,0.00132,0.373,0.968,0.0274,0.0848,-4.229,0.0782,0.847
2798,folk,167.0,4,1,0.839,0.25,0.459,0.0442,0.0989,-10.827,0.0348,0.436
2799,forro,178.0,4,1,0.547,0.688,0.518,0.0,0.136,-9.863,0.0384,0.963
2800,forro,172.0,4,0,0.136,0.525,0.715,0.0,0.495,-5.554,0.0406,0.838
2801,forro,164.0,4,0,0.116,0.594,0.668,0.0,0.302,-5.764,0.0378,0.805
2802,forro,98.0,4,1,0.154,0.606,0.689,0.0,0.11,-9.46,0.041,0.718
2803,forro,172.0,4,1,0.411,0.629,0.834,0.0,0.191,-5.817,0.0507,0.918
2804,forro,139.0,4,1,0.452,0.593,0.707,0.0,0.15,-5.851,0.0536,0.93
2805,forro,140.0,4,0,0.256,0.743,0.306,0.0,0.0435,-12.187,0.0407,0.689
2806,forro,150.0,4,1,0.828,0.591,0.428,5.33e-06,0.234,-9.006,0.0286,0.518
2807,forro,110.0,4,1,0.469,0.736,0.702,0.0,0.0693,-6.44,0.041,0.916
2808,forro,95.0,4,0,0.346,0.548,0.904,4.96e-05,0.84,-6.471,0.0507,0.561
2809,forro,100.0,4,1,0.607,0.661,0.651,0.0,0.179,-11.573,0.0412,0.973
2810,forro,122.0,4,1,0.181,0.765,0.573,4.17e-05,0.112,-7.212,0.0359,0.744
2811,forro,172.0,4,1,0.226,0.557,0.74,0.0,0.17,-5.746,0.0294,0.926
2812,forro,93.0,4,0,0.652,0.738,0.916,2.26e-06,0.126,-6.022,0.0716,0.935
2813,forro,122.0,4,0,0.209,0.696,0.881,0.646,0.151,-7.153,0.0385,0.965
2814,forro,112.0,4,1,0.165,0.609,0.615,0.0,0.195,-8.837,0.0395,0.946
2815,forro,176.0,4,1,0.697,0.787,0.918,0.0,0.171,-3.858,0.176,0.956
2816,forro,99.0,4,1,0.62,0.694,0.952,0.0,0.355,-4.041,0.0637,0.931
2817,forro,173.0,4,0,0.434,0.536,0.594,0.0,0.0664,-6.805,0.0494,0.835
2818,forro,180.0,4,1,0.476,0.615,0.836,0.0,0.187,-6.462,0.0611,0.911
2819,forro,111.0,4,1,0.19,0.713,0.926,0.367,0.0778,-9.228,0.0457,0.963
2820,forro,97.0,4,1,0.306,0.812,0.88,0.0,0.0564,-4.729,0.046,0.867
2821,forro,108.0,4,1,0.327,0.623,0.578,2.89e-05,0.148,-8.361,0.0355,0.851
2822,forro,164.0,4,1,0.333,0.577,0.857,0.0,0.276,-3.221,0.0428,0.965
2823,forro,184.0,4,1,0.254,0.653,0.954,0.0,0.325,-3.934,0.0532,0.941
2824,forro,119.0,4,0,0.443,0.863,0.512,2.85e-05,0.111,-9.005,0.0945,0.722
2825,forro,110.0,4,0,0.176,0.738,0.842,9.3e-06,0.0777,-6.36,0.0459,0.909
2826,forro,164.0,4,1,0.165,0.521,0.729,0.0,0.223,-8.497,0.0368,0.469
2827,forro,79.0,4,1,0.637,0.68,0.722,0.0,0.426,-9.421,0.0393,0.977
2828,forro,81.0,4,0,0.647,0.679,0.909,0.0,0.375,-3.967,0.0452,0.917
2829,forro,95.0,4,1,0.595,0.667,0.533,0.0,0.0531,-7.126,0.0359,0.886
2830,forro,108.0,4,0,0.0351,0.584,0.935,0.0,0.589,-4.701,0.0489,0.772
2831,forro,104.0,4,1,0.1,0.519,0.821,0.00375,0.0958,-5.082,0.0398,0.9
2832,forro,103.0,4,1,0.354,0.672,0.852,0.0,0.34,-5.636,0.0353,0.845
2833,forro,128.0,4,1,0.508,0.897,0.876,0.0,0.0762,-4.173,0.0799,0.967
2834,forro,95.0,4,1,0.52,0.63,0.86,1.13e-06,0.271,-4.118,0.0374,0.852
2835,forro,166.0,4,1,0.193,0.399,0.914,1.13e-06,0.969,-5.081,0.215,0.601
2836,forro,93.0,4,0,0.487,0.794,0.591,3.19e-05,0.0723,-8.747,0.0543,0.908
2837,forro,83.0,4,0,0.0572,0.567,0.636,4.68e-06,0.0943,-6.098,0.0245,0.715
2838,forro,102.0,4,1,0.0202,0.783,0.688,0.0,0.0662,-7.151,0.0423,0.729
2839,forro,125.0,4,1,0.785,0.67,0.472,0.0,0.248,-6.506,0.028,0.236
2840,forro,92.0,4,1,0.51,0.706,0.812,0.0,0.223,-5.995,0.0459,0.851
2841,forro,164.0,4,1,0.523,0.551,0.865,0.0,0.0808,-2.817,0.04,0.708
2842,forro,149.0,4,1,0.202,0.688,0.728,0.0,0.0645,-7.268,0.0374,0.844
2843,forro,94.0,4,0,0.176,0.622,0.852,1.44e-06,0.109,-6.053,0.0475,0.796
2844,forro,82.0,4,1,0.484,0.665,0.787,1.21e-06,0.0783,-5.574,0.0393,0.977
2845,forro,95.0,4,1,0.271,0.386,0.571,0.0,0.118,-7.905,0.0411,0.894
2846,forro,104.0,4,1,0.00647,0.68,0.905,1.5e-05,0.117,-9.796,0.0476,0.96
2847,forro,92.0,4,1,0.357,0.649,0.824,0.0,0.14,-7.052,0.0387,0.863
2848,forro,105.0,4,1,0.175,0.787,0.898,0.00556,0.336,-9.948,0.0445,0.825
2849,forro,189.0,4,1,0.522,0.551,0.897,0.0,0.29,-6.324,0.184,0.827
2850,forro,96.0,4,1,0.0949,0.779,0.895,0.0,0.0637,-6.716,0.104,0.962
2851,forro,172.0,4,0,0.324,0.656,0.87,0.0,0.184,-6.231,0.0471,0.959
2852,forro,93.0,4,0,0.695,0.773,0.9,0.0,0.099,-6.01,0.0443,0.895
2853,forro,130.0,4,1,0.695,0.726,0.885,0.0,0.0822,-0.729,0.0496,0.848
2854,forro,94.0,4,1,0.435,0.649,0.759,0.0,0.298,-7.062,0.0475,0.906
2855,forro,165.0,4,1,0.45,0.553,0.597,0.0,0.0489,-7.84,0.0636,0.922
2856,forro,91.0,4,1,0.396,0.795,0.749,0.0,0.0675,-7.734,0.0857,0.964
