,genre,tempo,time sig,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence
24815,post-dubstep,103.0,4,1,0.0273,0.954,0.741,0.0451,0.163,-1.889,0.223,0.591
24816,post-dubstep,85.0,4,1,0.0452,0.636,0.606,0.832,0.535,-8.16,0.118,0.446
24817,post-dubstep,118.0,4,0,0.0203,0.339,0.279,0.306,0.146,-13.851,0.0378,0.0383
24818,post-dubstep,146.0,4,1,0.0285,0.73,0.685,0.0722,0.334,-4.391,0.41,0.575
24819,post-dubstep,139.0,4,0,0.179,0.374,0.806,0.000448,0.0647,-8.214,0.158,0.236
24820,post-dubstep,140.0,4,0,0.000312,0.602,0.773,0.0282,0.147,-8.846,0.0324,0.0331
24821,post-dubstep,93.0,4,0,0.0092,0.641,0.886,0.106,0.628,-5.27,0.307,0.436
24822,post-dubstep,125.0,4,0,0.751,0.857,0.764,0.621,0.123,-13.337,0.0853,0.754
24823,post-dubstep,53.0,3,0,0.967,0.235,0.0809,0.853,0.0734,-21.697,0.0443,0.0366
24824,post-dubstep,120.0,4,0,0.00154,0.754,0.593,0.0289,0.176,-7.19,0.0353,0.278
24825,post-dubstep,140.0,4,1,0.00118,0.762,0.875,0.906,0.12,-10.118,0.0794,0.583
24826,power-pop,182.0,5,1,0.00913,0.563,0.647,6.91e-05,0.115,-5.127,0.0301,0.967
24827,power-pop,152.0,3,1,0.256,0.357,0.824,0.00947,0.0873,-4.733,0.0389,0.798
24828,power-pop,124.0,4,1,0.0114,0.414,0.888,0.0,0.133,-3.098,0.0488,0.689
24829,power-pop,144.0,4,1,0.0751,0.498,0.818,0.0,0.584,-6.636,0.0331,0.638
24830,power-pop,83.0,4,0,0.0114,0.432,0.836,0.00253,0.124,-6.319,0.0363,0.709
24831,power-pop,70.0,4,1,0.35,0.507,0.78,8.15e-06,0.356,-12.028,0.0302,0.675
24832,power-pop,116.0,4,1,0.0107,0.501,0.876,0.000833,0.0378,-4.436,0.115,0.431
24833,power-pop,133.0,4,1,0.0121,0.422,0.724,0.0,0.185,-9.283,0.0393,0.261
24834,power-pop,130.0,4,1,0.0955,0.59,0.883,0.0,0.097,-5.881,0.0345,0.429
24835,power-pop,98.0,4,1,0.0244,0.591,0.681,0.241,0.13,-10.791,0.158,0.674
24836,power-pop,80.0,4,1,0.406,0.48,0.53,0.0,0.18,-7.214,0.0258,0.532
24837,power-pop,155.0,4,0,0.0208,0.396,0.793,8.26e-06,0.105,-10.179,0.0399,0.687
24838,power-pop,162.0,4,0,0.226,0.491,0.727,0.00222,0.0923,-5.162,0.0294,0.795
24839,power-pop,158.0,4,1,0.0702,0.479,0.921,0.0,0.147,-3.798,0.0329,0.952
24840,power-pop,117.0,4,1,0.173,0.642,0.473,0.0548,0.073,-9.98,0.0307,0.446
24841,power-pop,140.0,4,0,0.0729,0.566,0.819,3.46e-06,0.107,-7.613,0.0341,0.867
24842,power-pop,126.0,4,0,0.000223,0.481,0.934,0.0,0.0596,-5.749,0.0731,0.435
24843,power-pop,160.0,4,1,0.196,0.383,0.795,0.00371,0.439,-5.906,0.0564,0.472
24844,power-pop,103.0,4,1,0.00689,0.553,0.686,0.000244,0.108,-8.081,0.0282,0.52
24845,power-pop,117.0,4,1,0.00506,0.419,0.572,0.138,0.192,-6.254,0.0294,0.299
24846,power-pop,131.0,4,1,0.201,0.67,0.584,2.74e-06,0.261,-11.815,0.0397,0.588
24847,power-pop,128.0,4,0,0.0685,0.534,0.607,0.0,0.147,-5.097,0.0325,0.586
24848,power-pop,162.0,4,1,0.00336,0.434,0.909,0.0,0.324,-6.381,0.0886,0.356
24849,power-pop,126.0,4,1,0.0145,0.425,0.871,0.158,0.109,-6.722,0.118,0.535
24850,power-pop,77.0,4,1,0.0071,0.329,0.793,0.0,0.261,-7.115,0.046,0.467
24851,power-pop,144.0,4,0,0.118,0.566,0.439,0.531,0.107,-13.04,0.0361,0.512
24852,power-pop,120.0,4,1,0.00152,0.372,0.876,0.00147,0.0877,-5.048,0.0413,0.806
24853,power-pop,156.0,4,1,0.0025,0.464,0.741,7.16e-06,0.124,-5.883,0.0306,0.688
24854,power-pop,142.0,4,1,0.0119,0.382,0.78,0.0,0.0977,-4.436,0.0391,0.328
24855,power-pop,137.0,4,1,0.0134,0.468,0.723,0.0,0.616,-8.064,0.0341,0.508
24856,power-pop,117.0,4,1,0.00481,0.616,0.714,0.0,0.133,-7.02,0.0385,0.53
24857,power-pop,83.0,4,1,0.21,0.593,0.68,0.234,0.222,-10.669,0.0374,0.362
24858,power-pop,121.0,4,1,0.0155,0.525,0.584,1.67e-05,0.0844,-10.877,0.031,0.826
24859,power-pop,114.0,4,1,0.000199,0.373,0.85,0.0077,0.124,-4.567,0.0342,0.629
24860,power-pop,98.0,4,1,0.0376,0.456,0.911,0.0116,0.629,-5.374,0.0554,0.297
24861,power-pop,173.0,3,1,0.139,0.506,0.675,4.28e-06,0.113,-6.689,0.0305,0.804
24862,power-pop,160.0,4,1,0.058,0.561,0.979,0.00335,0.23,-3.565,0.0809,0.791
24863,power-pop,139.0,4,1,0.000414,0.331,0.866,0.0243,0.13,-5.525,0.0456,0.347
24864,power-pop,98.0,4,1,0.00392,0.339,0.803,9.61e-06,0.112,-6.038,0.0354,0.44
24865,power-pop,135.0,4,1,0.142,0.403,0.91,0.0038,0.436,-5.049,0.0744,0.427
24866,power-pop,151.0,4,1,2.92e-05,0.37,0.917,2.82e-05,0.227,-4.741,0.042,0.432
24867,power-pop,139.0,4,1,0.00227,0.486,0.899,5.1e-06,0.107,-5.983,0.0347,0.681
24868,power-pop,111.0,4,1,0.00872,0.467,0.709,0.862,0.196,-8.289,0.0323,0.139
24869,power-pop,146.0,4,1,0.0058,0.637,0.472,4.13e-06,0.139,-6.656,0.0291,0.731
24870,power-pop,130.0,4,0,0.0251,0.433,0.904,1.55e-05,0.154,-6.722,0.101,0.474
24871,power-pop,125.0,4,1,0.0415,0.591,0.493,3.24e-05,0.158,-14.135,0.0278,0.545
24872,power-pop,142.0,4,0,0.000228,0.506,0.903,2.43e-05,0.197,-5.239,0.0336,0.711
24873,power-pop,206.0,4,1,0.00827,0.34,0.868,0.00212,0.375,-7.946,0.0335,0.556
24874,power-pop,114.0,3,1,0.0882,0.551,0.618,0.0755,0.0933,-5.862,0.0283,0.626
24875,power-pop,142.0,4,1,0.00566,0.61,0.626,2.83e-05,0.109,-5.465,0.0257,0.395
24876,power-pop,142.0,4,1,0.000222,0.29,0.718,0.371,0.109,-14.607,0.0558,0.401
24877,power-pop,97.0,4,1,0.0429,0.658,0.827,0.0,0.269,-6.356,0.046,0.965
24878,power-pop,117.0,4,0,0.565,0.456,0.344,9.19e-06,0.114,-10.296,0.0298,0.359
24879,power-pop,119.0,4,1,0.0194,0.572,0.746,2.5e-06,0.102,-7.268,0.0325,0.659
24880,power-pop,145.0,4,1,3.59e-05,0.242,0.892,0.301,0.561,-6.336,0.0477,0.6
24881,power-pop,102.0,4,1,0.2,0.394,0.526,0.135,0.165,-10.116,0.0358,0.125
24882,power-pop,147.0,4,1,0.193,0.574,0.655,7.57e-05,0.252,-6.363,0.0279,0.411
24883,power-pop,123.0,4,1,0.0126,0.433,0.829,2.36e-05,0.084,-7.715,0.044,0.822
24884,power-pop,72.0,4,1,0.198,0.53,0.845,0.0103,0.4,-5.551,0.0322,0.87
24885,power-pop,130.0,4,0,3.61e-05,0.473,0.945,0.197,0.214,-5.735,0.0727,0.501
24886,power-pop,101.0,4,1,0.231,0.594,0.504,6.48e-06,0.0366,-14.71,0.0285,0.363
24887,power-pop,133.0,4,1,0.00036,0.492,0.697,0.0591,0.417,-11.022,0.0309,0.921
24888,power-pop,112.0,4,1,0.187,0.659,0.821,0.114,0.324,-10.226,0.0551,0.769
24889,power-pop,87.0,4,1,0.125,0.592,0.605,0.00552,0.136,-8.262,0.0237,0.456
24890,power-pop,119.0,4,0,0.036,0.376,0.718,0.755,0.126,-8.611,0.0468,0.728
24891,power-pop,129.0,4,1,0.169,0.769,0.559,0.0387,0.141,-6.267,0.0465,0.861
24892,power-pop,120.0,4,1,0.00829,0.502,0.677,0.233,0.286,-11.219,0.0424,0.652
24893,power-pop,137.0,4,1,0.39,0.739,0.554,0.0,0.0785,-5.668,0.0363,0.978
24894,power-pop,148.0,4,1,0.156,0.409,0.608,0.0581,0.288,-10.016,0.0312,0.859
24895,power-pop,149.0,4,1,0.313,0.578,0.777,2.61e-05,0.131,-9.268,0.0428,0.92
24896,power-pop,126.0,4,1,0.0651,0.558,0.631,0.0444,0.215,-4.566,0.0569,0.578
24897,power-pop,134.0,4,1,0.00729,0.526,0.952,1.03e-05,0.623,-7.078,0.0403,0.861
24898,power-pop,110.0,4,1,0.000622,0.621,0.685,0.113,0.152,-8.858,0.0271,0.934
24899,power-pop,122.0,4,1,0.352,0.516,0.587,0.0038,0.133,-11.636,0.0632,0.894
24900,power-pop,150.0,4,1,0.017,0.637,0.689,3.72e-05,0.0738,-14.014,0.039,0.815
24901,power-pop,120.0,3,0,0.0104,0.282,0.844,3.56e-06,0.39,-4.323,0.0597,0.203
24902,power-pop,135.0,4,0,0.0605,0.365,0.791,7.37e-05,0.189,-6.746,0.0484,0.765
24903,power-pop,78.0,4,1,0.368,0.429,0.363,0.00119,0.257,-13.582,0.0316,0.521
24904,power-pop,128.0,4,1,0.0926,0.603,0.484,0.00165,0.1,-12.79,0.0337,0.585
24905,power-pop,136.0,4,0,0.0433,0.565,0.888,7.55e-05,0.0717,-6.86,0.035,0.672
24906,power-pop,135.0,4,1,0.00011,0.415,0.911,0.000223,0.104,-2.577,0.0439,0.337
24907,power-pop,99.0,4,0,0.255,0.548,0.531,6.19e-05,0.0855,-9.737,0.0281,0.547
24908,power-pop,145.0,4,1,0.262,0.455,0.832,0.0,0.349,-4.192,0.0523,0.419
24909,power-pop,150.0,4,1,0.00248,0.345,0.819,7.63e-06,0.21,-9.657,0.0482,0.393
24910,power-pop,121.0,4,1,0.018,0.541,0.882,8.3e-06,0.263,-7.222,0.0386,0.701
24911,power-pop,124.0,4,1,0.00988,0.457,0.619,0.367,0.0772,-9.075,0.0374,0.452
24912,power-pop,132.0,4,1,0.000699,0.56,0.85,0.0,0.3,-3.755,0.032,0.873
24913,power-pop,103.0,4,1,0.0023,0.601,0.562,0.0907,0.142,-7.089,0.0254,0.567
24914,power-pop,115.0,4,0,0.432,0.393,0.554,0.245,0.138,-10.464,0.045,0.736
24915,power-pop,125.0,4,1,0.00108,0.536,0.612,0.262,0.0844,-9.65,0.078,0.567
24916,power-pop,120.0,4,1,0.000554,0.586,0.866,0.142,0.131,-6.592,0.03,0.693
24917,power-pop,137.0,4,0,0.0029,0.602,0.81,1.4e-05,0.169,-7.107,0.0382,0.752
24918,power-pop,129.0,4,1,0.0529,0.56,0.845,0.000897,0.0479,-7.097,0.0344,0.884
24919,power-pop,135.0,4,1,0.249,0.609,0.918,8.43e-05,0.0198,-9.976,0.0461,0.371
24920,power-pop,81.0,4,0,0.0149,0.535,0.688,0.64,0.337,-9.382,0.0405,0.146
24921,power-pop,144.0,4,1,0.000541,0.291,0.927,0.00047,0.185,-6.004,0.0701,0.545
24922,power-pop,150.0,4,1,0.0115,0.516,0.916,0.000559,0.383,-4.824,0.0764,0.892
24923,power-pop,157.0,4,1,0.000936,0.366,0.903,0.0,0.345,-5.421,0.0625,0.678
24924,power-pop,135.0,4,1,0.00725,0.352,0.801,8.52e-05,0.23,-11.019,0.0846,0.519
24925,power-pop,133.0,4,0,0.00986,0.629,0.608,1.3e-06,0.106,-11.539,0.0467,0.794
24926,progressive-house,128.0,4,1,0.000281,0.645,0.933,0.843,0.132,-7.311,0.0345,0.216
24927,progressive-house,128.0,4,1,0.000124,0.656,0.89,0.936,0.0689,-3.993,0.0391,0.112
24928,progressive-house,135.0,4,1,0.000207,0.7,0.643,0.92,0.0564,-9.984,0.164,0.0358
24929,progressive-house,127.0,4,0,0.00226,0.469,0.861,0.916,0.104,-7.817,0.0304,0.102
24930,progressive-house,128.0,4,0,0.00188,0.755,0.889,0.863,0.047,-2.587,0.0627,0.186
24931,progressive-house,128.0,4,1,0.0138,0.499,0.843,0.0,0.124,-2.224,0.113,0.533
24932,progressive-house,128.0,4,1,0.000767,0.722,0.907,0.0327,0.314,-6.761,0.505,0.317
24933,progressive-house,129.0,4,0,0.0138,0.575,0.847,0.00904,0.201,-4.687,0.0298,0.641
24934,progressive-house,128.0,4,0,0.00211,0.537,0.824,0.00738,0.298,-5.248,0.127,0.302
24935,progressive-house,129.0,4,0,0.0281,0.324,0.799,0.00108,0.0949,-4.235,0.0747,0.0691
24936,progressive-house,128.0,4,1,0.00136,0.551,0.862,0.000135,0.153,-5.815,0.0574,0.214
24937,progressive-house,128.0,4,0,0.00284,0.604,0.906,0.274,0.0857,-3.056,0.047,0.193
24938,progressive-house,128.0,4,0,0.000828,0.533,0.995,0.945,0.316,-3.662,0.128,0.268
24939,progressive-house,127.0,4,1,0.00295,0.647,0.935,0.445,0.0885,-3.721,0.0815,0.164
24940,progressive-house,128.0,4,1,0.00913,0.836,0.555,0.749,0.0699,-9.987,0.154,0.304
24941,progressive-house,127.0,4,1,0.00339,0.702,0.705,0.748,0.127,-8.952,0.0476,0.234
24942,progressive-house,127.0,4,0,0.0059,0.818,0.834,0.892,0.0885,-7.216,0.0823,0.568
24943,progressive-house,128.0,4,0,0.00439,0.565,0.916,0.488,0.617,-4.715,0.052,0.0795
24944,progressive-house,128.0,4,0,0.000391,0.708,0.646,0.862,0.372,-8.395,0.0557,0.285
24945,progressive-house,130.0,4,0,0.000621,0.688,0.794,0.24,0.0844,-5.182,0.066,0.244
24946,progressive-house,128.0,4,1,0.00489,0.595,0.798,0.0001,0.333,-5.918,0.0405,0.347
24947,progressive-house,127.0,4,1,0.0443,0.554,0.828,0.944,0.152,-7.592,0.079,0.682
24948,progressive-house,128.0,4,1,0.000719,0.632,0.488,0.23,0.0751,-8.101,0.0469,0.213
24949,progressive-house,128.0,4,1,0.00208,0.973,0.589,0.319,0.276,-7.014,0.236,0.201
24950,progressive-house,126.0,4,0,0.0503,0.72,0.842,0.0342,0.406,-6.748,0.143,0.425
24951,progressive-house,128.0,4,0,0.000464,0.536,0.94,0.839,0.0554,-5.27,0.0449,0.25
24952,progressive-house,128.0,4,1,0.0225,0.669,0.949,0.901,0.188,-5.1,0.0452,0.513
24953,progressive-house,128.0,4,1,0.000556,0.535,0.883,0.827,0.17,-4.845,0.0412,0.168
24954,progressive-house,140.0,4,0,0.00203,0.644,0.636,0.82,0.264,-9.404,0.0313,0.525
24955,progressive-house,128.0,4,1,0.00569,0.686,0.964,0.0539,0.0876,-2.692,0.0611,0.41
24956,progressive-house,128.0,4,1,0.271,0.465,0.699,0.879,0.193,-9.015,0.125,0.0648
24957,progressive-house,126.0,4,1,0.00193,0.606,0.717,0.909,0.0893,-6.995,0.0401,0.15
24958,progressive-house,128.0,4,0,0.00146,0.699,0.837,0.000411,0.0468,-5.721,0.0602,0.262
24959,progressive-house,116.0,4,0,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,0.862
24960,progressive-house,126.0,4,0,0.00864,0.822,0.704,0.627,0.0633,-8.242,0.0374,0.255
24961,progressive-house,130.0,4,0,6.94e-05,0.74,0.902,0.662,0.0999,-3.799,0.0537,0.148
24962,progressive-house,128.0,4,0,0.00295,0.624,0.841,9.06e-05,0.0704,-5.216,0.0364,0.179
24963,progressive-house,128.0,4,1,0.000108,0.755,0.823,0.86,0.107,-5.174,0.0527,0.0422
24964,progressive-house,128.0,4,1,0.000263,0.482,0.887,0.956,0.0704,-6.58,0.0367,0.0387
24965,progressive-house,126.0,4,1,0.0207,0.581,0.971,0.813,0.219,-7.372,0.0402,0.0793
24966,progressive-house,125.0,4,0,0.00971,0.666,0.761,0.321,0.0883,-6.734,0.0529,0.22
24967,progressive-house,128.0,4,1,0.000993,0.698,0.827,0.88,0.128,-8.396,0.0531,0.581
24968,progressive-house,129.0,4,0,0.0205,0.626,0.968,0.0,0.321,-6.014,0.0462,0.176
24969,progressive-house,128.0,4,0,0.000569,0.635,0.795,0.571,0.0986,-4.816,0.0421,0.357
24970,progressive-house,128.0,4,1,0.183,0.496,0.789,0.0,0.34,-3.648,0.0839,0.286
24971,progressive-house,128.0,4,1,0.000705,0.662,0.98,0.623,0.0482,-4.655,0.121,0.0842
24972,progressive-house,128.0,4,1,0.00453,0.725,0.617,0.929,0.0865,-8.519,0.0477,0.0365
24973,progressive-house,123.0,4,1,0.0193,0.611,0.697,0.0,0.332,-8.618,0.133,0.476
24974,progressive-house,128.0,4,0,0.000796,0.694,0.885,0.136,0.0219,-6.106,0.0485,0.501
24975,progressive-house,129.0,4,1,0.0114,0.676,0.784,0.883,0.0693,-8.865,0.0396,0.166
24976,progressive-house,128.0,4,0,0.0171,0.882,0.658,0.338,0.326,-8.746,0.0878,0.121
24977,progressive-house,128.0,4,1,0.00504,0.466,0.862,0.03,0.211,-5.515,0.0496,0.336
24978,progressive-house,127.0,4,0,0.00245,0.598,0.907,0.00659,0.188,-4.435,0.0474,0.431
24979,progressive-house,128.0,4,1,0.000906,0.651,0.99,0.903,0.0441,-2.656,0.0801,0.42
24980,progressive-house,126.0,4,0,0.0763,0.739,0.856,0.000322,0.0639,-7.37,0.0722,0.107
24981,progressive-house,128.0,4,1,0.000972,0.707,0.924,0.00703,0.204,-2.842,0.031,0.919
24982,progressive-house,127.0,4,1,0.00437,0.766,0.606,0.801,0.0594,-8.813,0.0932,0.132
24983,progressive-house,127.0,4,1,0.00662,0.533,0.634,0.767,0.0642,-6.384,0.0288,0.119
24984,progressive-house,127.0,4,1,0.071,0.78,0.938,0.144,0.154,-4.034,0.0791,0.407
24985,progressive-house,128.0,4,1,0.00655,0.781,0.612,0.0262,0.0908,-6.33,0.18,0.407
24986,progressive-house,195.0,3,1,5.18e-05,0.328,0.97,0.476,0.0648,-3.739,0.151,0.522
24987,progressive-house,128.0,4,1,0.000768,0.384,0.886,0.0561,0.0721,-6.349,0.0591,0.122
24988,progressive-house,128.0,4,0,0.00064,0.59,0.8,0.902,0.0512,-5.044,0.0437,0.219
24989,progressive-house,128.0,4,0,0.0576,0.558,0.979,0.3,0.365,-4.201,0.0479,0.165
24990,progressive-house,126.0,4,0,0.0515,0.718,0.825,0.665,0.0968,-7.618,0.0423,0.25
24991,progressive-house,128.0,4,0,0.085,0.537,0.662,0.0158,0.0341,-4.723,0.0429,0.307
24992,progressive-house,128.0,4,0,0.0011,0.718,0.496,0.924,0.0651,-6.738,0.187,0.22
24993,progressive-house,128.0,4,0,0.0254,0.686,0.875,0.0377,0.0545,-4.972,0.0992,0.44
24994,progressive-house,127.0,4,0,0.000434,0.781,0.603,0.811,0.429,-6.637,0.0673,0.444
24995,progressive-house,130.0,4,0,0.0035,0.631,0.87,0.469,0.0631,-4.86,0.0911,0.0947
24996,progressive-house,130.0,4,1,0.00654,0.8,0.78,0.506,0.0494,-5.346,0.0847,0.214
24997,progressive-house,128.0,4,0,0.000873,0.264,0.981,0.384,0.112,-2.909,0.0526,0.23
24998,progressive-house,130.0,4,0,0.00133,0.649,0.791,8.77e-06,0.0325,-3.589,0.0654,0.177
24999,progressive-house,128.0,4,0,0.0541,0.711,0.606,0.837,0.0991,-7.552,0.0535,0.433
25000,progressive-house,125.0,4,0,0.0132,0.733,0.673,0.0049,0.16,-6.572,0.0333,0.636
25001,progressive-house,128.0,4,0,0.00059,0.601,0.862,0.89,0.0726,-4.828,0.0365,0.165
25002,progressive-house,128.0,4,0,0.0011,0.714,0.841,0.498,0.524,-5.393,0.0721,0.448
25003,progressive-house,128.0,4,0,0.000704,0.586,0.867,0.396,0.16,-5.118,0.0829,0.219
25004,progressive-house,130.0,4,1,0.000574,0.67,0.969,0.572,0.356,-3.566,0.0848,0.127
25005,progressive-house,128.0,4,1,0.0127,0.802,0.4,0.0557,0.225,-7.893,0.0465,0.429
25006,progressive-house,128.0,4,0,0.0065,0.352,0.838,0.0,0.0368,-3.529,0.0739,0.0941
25007,progressive-house,128.0,4,1,0.00161,0.744,0.956,0.85,0.339,-4.797,0.052,0.542
25008,progressive-house,128.0,4,1,0.0221,0.751,0.489,0.0385,0.0484,-5.321,0.0586,0.47
25009,progressive-house,128.0,4,0,0.0234,0.342,0.834,0.295,0.0408,-5.427,0.0445,0.256
25010,progressive-house,125.0,4,0,0.00128,0.607,0.904,0.000276,0.0562,-4.938,0.0474,0.27
25011,progressive-house,128.0,4,1,0.0343,0.728,0.82,0.911,0.282,-6.832,0.0572,0.157
25012,progressive-house,126.0,4,0,0.000593,0.684,0.894,0.942,0.104,-4.996,0.084,0.335
25013,progressive-house,128.0,4,0,4.63e-05,0.699,0.724,0.3,0.0962,-6.872,0.124,0.414
25014,progressive-house,128.0,4,0,0.137,0.706,0.728,0.875,0.264,-7.299,0.109,0.143
25015,progressive-house,128.0,4,0,0.306,0.65,0.981,0.899,0.22,-3.155,0.0469,0.687
25016,progressive-house,128.0,4,0,0.000216,0.627,0.885,0.901,0.103,-3.488,0.0364,0.346
25017,progressive-house,127.0,4,0,0.00423,0.662,0.902,0.878,0.0922,-7.877,0.0472,0.681
25018,progressive-house,128.0,4,0,0.0004,0.491,0.711,0.00338,0.147,-3.671,0.0867,0.224
25019,progressive-house,128.0,4,1,1.85e-05,0.605,0.965,0.87,0.0669,-3.882,0.0473,0.182
25020,progressive-house,128.0,4,1,4.04e-05,0.7,0.997,0.885,0.382,-3.249,0.131,0.0983
25021,progressive-house,128.0,4,1,0.0267,0.713,0.818,0.00168,0.113,-5.63,0.0472,0.0975
25022,progressive-house,128.0,4,0,0.0338,0.76,0.91,0.69,0.218,-3.842,0.101,0.266
25023,progressive-house,128.0,4,0,0.0145,0.799,0.595,0.843,0.125,-13.283,0.0552,0.651
25024,progressive-house,128.0,4,0,0.0218,0.658,0.859,0.0321,0.164,-3.111,0.0636,0.652
25025,progressive-house,128.0,4,1,0.00158,0.722,0.877,0.859,0.0253,-2.068,0.0574,0.069
25026,psych-rock,88.0,4,1,0.938,0.43,0.117,0.911,0.0896,-22.249,0.037,0.399
25027,psych-rock,119.0,4,1,0.479,0.717,0.538,0.00241,0.252,-12.54,0.0362,0.809
25028,psych-rock,105.0,4,0,7.18e-05,0.712,0.665,0.192,0.306,-4.878,0.0266,0.594
25029,psych-rock,115.0,4,1,0.611,0.726,0.887,0.000831,0.14,-8.182,0.0638,0.866
25030,psych-rock,138.0,4,1,0.159,0.357,0.682,0.00609,0.357,-9.207,0.106,0.229
25031,psych-rock,92.0,4,1,0.0388,0.264,0.82,0.869,0.144,-5.555,0.0484,0.254
25032,psych-rock,89.0,4,1,0.0643,0.37,0.916,0.0292,0.199,-8.6,0.172,0.401
25033,psych-rock,152.0,4,1,0.149,0.385,0.901,0.534,0.378,-7.739,0.176,0.55
25034,psych-rock,119.0,4,1,0.0134,0.33,0.693,0.788,0.0989,-7.884,0.0469,0.246
25035,psych-rock,154.0,4,0,0.127,0.383,0.67,0.876,0.0899,-3.747,0.0351,0.537
25036,psych-rock,122.0,4,0,0.0114,0.585,0.831,0.834,0.0728,-6.249,0.028,0.726
25037,psych-rock,163.0,4,1,1.17e-05,0.31,0.798,0.886,0.147,-6.412,0.0507,0.224
25038,psych-rock,105.0,4,1,0.161,0.431,0.301,0.466,0.0838,-12.065,0.0293,0.126
25039,psych-rock,68.0,4,1,0.000226,0.216,0.699,0.852,0.243,-4.084,0.0467,0.256
25040,psych-rock,88.0,4,0,0.225,0.396,0.427,6.33e-06,0.172,-12.116,0.0257,0.465
25041,psych-rock,154.0,4,1,0.0236,0.618,0.679,0.193,0.111,-8.973,0.032,0.783
25042,psych-rock,151.0,4,0,0.0393,0.489,0.909,7.1e-06,0.107,-5.398,0.0454,0.556
25043,psych-rock,95.0,4,0,0.328,0.629,0.583,0.0345,0.103,-9.627,0.0313,0.889
25044,psych-rock,129.0,4,1,0.201,0.57,0.751,0.000129,0.167,-9.19,0.0977,0.45
25045,psych-rock,109.0,4,1,0.00627,0.529,0.898,0.728,0.0668,-5.249,0.0786,0.434
25046,psych-rock,100.0,4,1,0.0841,0.612,0.599,1.58e-05,0.0882,-5.896,0.0242,0.72
25047,psych-rock,152.0,1,1,0.248,0.35,0.836,0.038,0.21,-7.527,0.0477,0.595
25048,psych-rock,119.0,4,0,0.00087,0.209,0.95,0.0364,0.105,-5.543,0.0974,0.311
25049,psych-rock,98.0,4,1,0.746,0.341,0.527,0.889,0.0988,-11.066,0.0301,0.505
25050,psych-rock,71.0,4,1,0.111,0.432,0.917,3.48e-06,0.112,-7.067,0.12,0.45
25051,psych-rock,115.0,4,0,0.389,0.38,0.688,0.00267,0.49,-8.144,0.0309,0.649
25052,psych-rock,152.0,4,0,0.000905,0.277,0.862,0.000169,0.264,-8.633,0.0936,0.195
25053,psych-rock,84.0,4,1,0.0375,0.322,0.683,0.00397,0.693,-9.342,0.0444,0.405
25054,psych-rock,152.0,3,0,2.87e-05,0.205,0.674,0.809,0.218,-5.016,0.035,0.726
25055,psych-rock,116.0,4,1,0.173,0.554,0.676,0.217,0.13,-6.127,0.0284,0.679
25056,psych-rock,137.0,3,1,0.000249,0.289,0.735,0.703,0.0978,-6.881,0.0368,0.551
25057,psych-rock,130.0,4,1,0.607,0.295,0.281,0.908,0.0854,-16.808,0.0505,0.347
25058,psych-rock,84.0,4,1,0.00597,0.212,0.836,0.0945,0.103,-5.72,0.0499,0.282
25059,psych-rock,120.0,4,0,0.000966,0.632,0.803,0.0847,0.101,-6.641,0.0295,0.876
25060,psych-rock,63.0,3,0,0.641,0.132,0.301,0.946,0.342,-17.172,0.0532,0.209
25061,psych-rock,99.0,3,0,0.623,0.509,0.739,0.823,0.111,-5.499,0.0319,0.335
25062,psych-rock,141.0,4,1,0.00127,0.366,0.931,0.00213,0.305,-8.349,0.0609,0.559
25063,psych-rock,82.0,4,1,0.0239,0.3,0.658,0.00528,0.175,-11.519,0.0729,0.843
25064,psych-rock,125.0,4,0,0.0697,0.393,0.495,0.071,0.254,-9.9,0.0426,0.244
25065,psych-rock,157.0,3,0,0.296,0.255,0.427,0.459,0.128,-10.235,0.0292,0.175
25066,psych-rock,128.0,4,1,0.223,0.285,0.699,0.11,0.0887,-7.419,0.0343,0.539
25067,psych-rock,104.0,4,0,0.0144,0.593,0.843,6.79e-05,0.195,-4.942,0.0765,0.668
25068,psych-rock,147.0,4,1,0.893,0.385,0.908,0.471,0.113,-7.657,0.0914,0.849
25069,psych-rock,124.0,4,1,1.39e-05,0.513,0.876,0.00223,0.0768,-8.97,0.0747,0.499
25070,psych-rock,79.0,4,1,0.346,0.481,0.488,0.00896,0.238,-10.538,0.0509,0.302
25071,psych-rock,119.0,4,1,0.25,0.491,0.802,0.0,0.387,-7.106,0.0392,0.472
25072,psych-rock,146.0,4,1,0.0291,0.641,0.922,0.0,0.0862,-4.457,0.0786,0.847
25073,psych-rock,125.0,4,1,0.000413,0.52,0.827,0.444,0.264,-4.761,0.0282,0.775
25074,psych-rock,133.0,4,1,0.289,0.514,0.977,0.0105,0.0707,-5.154,0.154,0.435
25075,psych-rock,176.0,4,1,0.000113,0.208,0.868,0.00327,0.333,-4.558,0.158,0.148
25076,psych-rock,97.0,4,1,0.000895,0.375,0.752,0.447,0.308,-5.691,0.0321,0.646
25077,psych-rock,96.0,4,1,0.0228,0.568,0.599,0.329,0.134,-8.173,0.0254,0.775
25078,psych-rock,96.0,4,0,0.0006,0.17,0.981,0.856,0.102,-5.148,0.169,0.186
25079,psych-rock,96.0,4,1,0.556,0.368,0.431,7.91e-06,0.171,-11.69,0.0288,0.246
25080,psych-rock,112.0,4,0,0.382,0.547,0.722,0.0,0.049,-6.593,0.0389,0.654
